Time,Open,High,Low,Last,Change,%Chg,Volume
"02/09/2021 15:02",31426.31,31427.19,31421.87,31423.3,-2.88,-0.01%,421562
"02/09/2021 15:01",31424.69,31427.29,31423.72,31426.18,1.04,0.00%,391719
"02/09/2021 15:00",31430.17,31430.17,31424.05,31425.14,-4.71,-0.01%,394976
"02/09/2021 14:59",31429.57,31431.56,31428.82,31429.85,0.09,0.00%,385434
"02/09/2021 14:58",31428.57,31432.37,31428.57,31429.76,1.26,0.00%,435637
"02/09/2021 14:57",31425.56,31428.76,31424.71,31428.5,3.26,+0.01%,395846
"02/09/2021 14:56",31425.7,31429.26,31425.24,31425.24,0.12,0.00%,352327
"02/09/2021 14:55",31427.14,31428.72,31424.19,31425.12,-2.27,-0.01%,375941
"02/09/2021 14:54",31426.57,31427.72,31425.06,31427.39,0.83,0.00%,476820
"02/09/2021 14:53",31426.49,31428.08,31425.84,31426.56,-0.34,0.00%,693426
"02/09/2021 14:52",31420.48,31428.29,31420.26,31426.9,6.58,+0.02%,420607
"02/09/2021 14:51",31426.47,31426.47,31418.55,31420.32,-6.54,-0.02%,344162
"02/09/2021 14:50",31426.15,31428.57,31424.72,31426.86,0.52,0.00%,384571
"02/09/2021 14:49",31429.25,31429.75,31425.71,31426.34,-3.06,-0.01%,411884
"02/09/2021 14:48",31430.67,31430.74,31427.34,31429.4,-1.38,0.00%,408157
"02/09/2021 14:47",31428.85,31430.83,31427.03,31430.78,1.88,+0.01%,373614
"02/09/2021 14:46",31424.91,31428.9,31422.9,31428.9,3.94,+0.01%,430532
"02/09/2021 14:45",31425.3,31427.24,31423,31424.96,-0.45,0.00%,402408
"02/09/2021 14:44",31431,31431.9,31425.41,31425.41,-6.46,-0.02%,357691
"02/09/2021 14:43",31428.66,31432.89,31426.9,31431.87,2.93,+0.01%,430916
"02/09/2021 14:42",31429.19,31430.82,31427,31428.94,0.03,0.00%,381988
"02/09/2021 14:41",31432.86,31433.56,31428.07,31428.91,-3.79,-0.01%,329725
"02/09/2021 14:40",31434.7,31435.76,31432.7,31432.7,-1.85,-0.01%,392223
"02/09/2021 14:39",31434.82,31435.77,31433.25,31434.55,-0.48,0.00%,380771
"02/09/2021 14:38",31436.7,31436.82,31432.38,31435.03,-1.63,-0.01%,389241
"02/09/2021 14:37",31434.18,31439.47,31432.66,31436.66,2.42,+0.01%,434760
"02/09/2021 14:36",31435.49,31435.49,31429.52,31434.24,-1.41,0.00%,510020
"02/09/2021 14:35",31433.11,31437.57,31432.55,31435.65,3.55,+0.01%,537578
"02/09/2021 14:34",31433,31437.65,31432.07,31432.1,-0.98,0.00%,391238
"02/09/2021 14:33",31430.27,31433.08,31428.68,31433.08,1.26,0.00%,463795
"02/09/2021 14:32",31422.31,31432.05,31422.12,31431.82,9.23,+0.03%,509614
"02/09/2021 14:31",31420.52,31423.39,31419.58,31422.59,2.07,+0.01%,360760
"02/09/2021 14:30",31416.48,31422.09,31416.38,31420.52,2.93,+0.01%,465708
"02/09/2021 14:29",31422.78,31422.78,31417.51,31417.59,-5.09,-0.02%,377703
"02/09/2021 14:28",31417.78,31424.66,31417.29,31422.68,4.85,+0.02%,293274
"02/09/2021 14:27",31421.61,31421.61,31416.95,31417.83,-3.32,-0.01%,433373
"02/09/2021 14:26",31416.86,31422.64,31416.41,31421.15,4.13,+0.01%,426642
"02/09/2021 14:25",31420.69,31420.78,31416.4,31417.02,-3.83,-0.01%,355790
"02/09/2021 14:24",31417.88,31421.45,31416.51,31420.85,3.34,+0.01%,384849
"02/09/2021 14:23",31417.42,31418.98,31417.04,31417.51,0.12,0.00%,350055
"02/09/2021 14:22",31420.07,31420.07,31414.71,31417.39,-2.97,-0.01%,352985
"02/09/2021 14:21",31419.21,31420.55,31415.24,31420.36,0.93,0.00%,341732
